arrival_row_key,arrival_id,date,mandi_id,crop_name,variety,arrival_quantity_qtl,farmer_count,arrival_id_status,date_status,mandi_id_status,quantity_status,source_arrival_id,source_date,source_mandi_id,source_crop_name,source_variety,source_arrival_quantity,source_unit,source_farmer_count
ARR_ROW_000034,ARR0020205,2026-07-05,MANDI037,Maize,Hybrid,73.47,17,Present,Parsed: unambiguous,Matched,Valid,ARR0020205,2026-07-05,MANDI037,Makka,Hybrid,7347.0,Kgs,17.0
ARR_ROW_000035,ARR0015292,2026-07-15,MANDI037,Wheat,PBW-343,366.54,53,Present,Parsed: unambiguous,Matched,Valid,ARR0015292,2026/07/15,MANDI037,wheat,PBW-343,"36,654.0 KG",NA,53.0
ARR_ROW_000036,ARR0019616,2026-04-10,MANDI008,Maize,Hybrid,82.61,NA,Present,Parsed: assumed format by separator,Matched,Valid,ARR0019616,10/04/2026,MANDI008,Corn,Hybrid,82.61,qtl,NA
ARR_ROW_000037,ARR0022884,2026-05-12,MANDI047,Maize,NA,194.32,33,Present,Parsed: assumed format by separator,Matched,Valid,ARR0022884,12.05.2026,MANDI047,मक्का,NA,194.32,Quintals,33.0
ARR_ROW_000038,ARR0003230,2026-04-03,MANDI051,Mustard,PBW-343,380.55,6,Present,Parsed: unambiguous,Matched,Valid,ARR0003230,2026-04-03,M051,सरसों,PBW-343,38.055,MT,6.0
ARR_ROW_000039,ARR0003266,2026-04-24,MANDI023,Sugarcane,NA,97.11,17,Present,Parsed: unambiguous,Matched,Valid,ARR0003266,24-Apr-2026,MANDI-023,Ganna,NA,97.11,qtl,17.0
ARR_ROW_000040,ARR0023966,2026-03-03,MANDI017,Mustard,PBW-343,159.99,125,Present,Parsed: unambiguous,Matched,Valid,ARR0023966,2026-03-03,MANDI017,Sarso,PBW-343,15999.0,Kilo,125.0
ARR_ROW_000041,ARR0017190,2026-08-01,MANDI002,Cotton,PBW-343,226.97,73,Present,Parsed: assumed format by separator,Matched,Valid,ARR0017190,01/08/2026,mandi_002,cotton,PBW-343,"22,697.0 KG",NA,73.0
ARR_ROW_000042,ARR0003048,2026-01-24,MANDI016,Cotton,Premium,78.45,54,Present,Parsed: unambiguous,Matched,Valid,ARR0003048,2026-01-24,MANDI016,Cotton,Premium,7845.0,KGS,54.0
ARR_ROW_000043,ARR0013641,2026-03-18,MANDI018,Mustard,Premium,342.39,143,Present,Parsed: unambiguous,Matched,Valid,ARR0013641,18/03/2026,MANDI-018,Sarso,Premium,342.39,Qtl,143.0
ARR_ROW_000044,ARR0019876,2026-07-12,MANDI054,Rice,NA,322.27,127,Present,Parsed: unambiguous,Matched,Valid,ARR0019876,2026/07/12,MANDI054,Basmati,NA,32227.0,Kgs,127.0
ARR_ROW_000045,ARR0018787,2026-08-08,MANDI044,Rice,Pusa-1121,336.73,69,Present,Parsed: unambiguous,Matched,Valid,ARR0018787,08-08-2026,mandi_044,paddy,Pusa-1121,336.73 qtl,NA,69.0
ARR_ROW_000046,ARR0020778,2026-03-08,MANDI024,Mustard,HD-2967,127.9,113,Present,Parsed: assumed format by separator,Matched,Valid,ARR0020778,08.03.2026,MANDI024,mustard,HD-2967,12790.0,Kilo,113.0
ARR_ROW_000047,ARR0002765,2026-02-28,MANDI013,Mustard,Premium,361.74,62,Present,Parsed: unambiguous,Matched,Valid,ARR0002765,2026-02-28,mandi013,Sarson,Premium,361.74,Q,62.0
ARR_ROW_000048,ARR0014145,2026-01-31,MANDI006,Sugarcane,Pusa-1121,469.92,18,Present,Parsed: unambiguous,Matched,Valid,ARR0014145,2026-01-31,MANDI006,Ganna,Pusa-1121,469.92,qtl,18.0
ARR_ROW_000049,ARR0023854,2026-05-06,MANDI007,Sugarcane,NA,NA,46,Present,Parsed: assumed format by separator,Matched,Negative quantity,ARR0023854,06/05/2026,MANDI007,sugarcane,NA,-177.05,KG,46.0
ARR_ROW_000050,ARR0012859,2026-03-20,MANDI057,Cotton,PBW-343,341.2900000000001,NA,Present,Parsed: unambiguous,Matched,Valid,ARR0012859,2026/03/20,057,Cotton,PBW-343,34.129000000000005,T,NA
ARR_ROW_000051,ARR0023766,2026-02-02,MANDI025,Rice,HD-2967,175.88,88,Present,Parsed: unambiguous,Matched,Valid,ARR0023766,2026-02-02,mandi_025,धान,HD-2967,17588.0,Kgs,88.0
ARR_ROW_000052,ARR0009572,2026-05-10,MANDI041,Maize,Premium,176.03000000000003,38,Present,Parsed: assumed format by separator,Matched,Valid,ARR0009572,10.05.2026,MANDI-041,Makka,Premium,17.603,T,38.0
ARR_ROW_000053,ARR0021131,2026-04-24,MANDI040,Maize,Hybrid,309.07,146,Present,Parsed: unambiguous,Matched,Valid,ARR0021131,2026-04-24,MANDI040,corn,Hybrid,309.07 qtl,NA,146.0
ARR_ROW_000054,ARR0022207,2026-03-25,MANDI027,Rice,HD-2967,472.36,11,Present,Parsed: unambiguous,Matched,Valid,ARR0022207,2026-03-25,mandi027,Basmati,HD-2967,47236.0,Kgs,11.0
ARR_ROW_000055,ARR0005385,2026-08-07,MANDI028,Cotton,Hybrid,126.77,5,Present,Parsed: unambiguous,Matched,Valid,ARR0005385,2026/08/07,MANDI028,कपास,Hybrid,12.677,tonnes,5.0
ARR_ROW_000056,ARR0020517,2026-06-02,MANDI026,Wheat,PBW-343,284.92,99,Present,Parsed: unambiguous,Matched,Valid,ARR0020517,2026-06-02,MANDI026,Gehun,PBW-343,28.492,Tonnes,99.0
ARR_ROW_000057,ARR0015213,2026-02-27,MANDI005,Rice,PBW-343,54.32,122,Present,Parsed: unambiguous,Matched,Valid,ARR0015213,27.02.2026,mandi005,Paddy,PBW-343,54.32,qtl,122.0
ARR_ROW_000058,NA,2026-02-04,MANDI031,Maize,Local,431.25,60,Missing source ID,Parsed: unambiguous,Matched,Valid,NA,2026/02/04,mandi_031,corn,Local,431.25 qtl,NA,60.0
ARR_ROW_000059,ARR0010273,2026-03-06,MANDI021,Mustard,NA,200.26,11,Present,Parsed: unambiguous,Matched,Valid,ARR0010273,2026-03-06,mandi021,Sarso,NA,200.26,Qtl,11.0
ARR_ROW_000060,ARR0023476,2026-06-05,MANDI023,Mustard,PBW-343,312.23,18,Present,Parsed: unambiguous,Matched,Valid,ARR0023476,2026/06/05,MANDI023,Sarson,PBW-343,312.23,Qtl,18.0
ARR_ROW_000061,ARR0013815,2026-06-08,MANDI009,Maize,HD-2967,270.41,83,Present,Parsed: assumed format by separator,Matched,Valid,ARR0013815,06-08-2026,MANDI009,Makka,HD-2967,27041.000000000004,Kilo,83.0
ARR_ROW_000062,ARR0023287,2026-02-08,MANDI003,Cotton,PBW-343,44.41,127,Present,Parsed: unambiguous,Matched,Valid,ARR0023287,2026/02/08,MANDI-003,Narma,PBW-343,4.441,MT,127.0
ARR_ROW_000063,ARR0016192,2026-07-03,MANDI023,Maize,NA,455.6,59,Present,Parsed: unambiguous,Matched,Valid,ARR0016192,2026-07-03,MANDI023,Corn,NA,455.6,quintal,59.0
ARR_ROW_000064,ARR0011823,2026-01-13,MANDI004,Rice,HD-2967,60.33,124,Present,Parsed: unambiguous,Matched,Valid,ARR0011823,2026/01/13,MANDI004,Chawal,HD-2967,60.33,qtl,124.0
ARR_ROW_000065,ARR0005816,2026-01-24,MANDI039,Sugarcane,PBW-343,158.3,135,Present,Parsed: unambiguous,Matched,Valid,ARR0005816,24/01/2026,mandi_039,Sugarcane,PBW-343,158.3,quintal,135.0
ARR_ROW_000066,ARR0006030,2026-04-22,MANDI033,Cotton,HD-2967,436.55,128,Present,Parsed: unambiguous,Matched,Valid,ARR0006030,2026-04-22,mandi033,Cotton,HD-2967,"43,655.0 KG",NA,128.0
ARR_ROW_000067,ARR0010009,2026-03-10,MANDI004,Rice,NA,291.4,NA,Present,Parsed: unambiguous,Matched,Valid,ARR0010009,2026-03-10,MANDI004,paddy,NA,29139.999999999996,kg,NA
ARR_ROW_000068,ARR0022129,2026-02-10,MANDI040,Sugarcane,Local,458.13,131,Present,Parsed: unambiguous,Matched,Valid,ARR0022129,2026/02/10,MANDI040,गन्ना,Local,45813.0,KGS,131.0
ARR_ROW_000069,ARR0015481,2026-06-09,MANDI028,Maize,Premium,72.78,68,Present,Parsed: assumed format by separator,Matched,Valid,ARR0015481,09/06/2026,mandi_028,Corn,Premium,"7,278.0 KG",NA,68.0
ARR_ROW_000070,ARR0020630,2026-08-16,MANDI028,Rice,Local,325.83,36,Present,Parsed: unambiguous,Matched,Valid,ARR0020630,16/08/2026,mandi_028,चावल,Local,32583.0,kg,36.0
ARR_ROW_000071,ARR0005888,2026-07-03,MANDI049,Maize,NA,182.46,NA,Present,Parsed: unambiguous,Matched,Valid,ARR0005888,2026/07/03,M049,Corn,NA,182.46,quintal,NA
ARR_ROW_000072,ARR0006650,2026-09-06,MANDI043,Rice,Local,182.75,128,Present,Parsed: assumed format by separator,Matched,Valid,ARR0006650,06.09.2026,MANDI043,Rice,Local,18275.0,KG,128.0
ARR_ROW_000073,ARR0002363,2026-03-09,MANDI026,Maize,Pusa-1121,239.47,29,Present,Parsed: assumed format by separator,Matched,Valid,ARR0002363,09/03/2026,MANDI026,corn,Pusa-1121,23947.0,KGS,29.0
ARR_ROW_000074,ARR0010446,2026-08-05,MANDI026,Maize,Pusa-1121,178.99,21,Present,Parsed: assumed format by separator,Matched,Valid,ARR0010446,08-05-2026,mandi_026,Makki,Pusa-1121,17.899,tonnes,21.0
ARR_ROW_000075,ARR0009069,2026-05-15,MANDI022,Cotton,Pusa-1121,59.18,76,Present,Parsed: unambiguous,Matched,Valid,ARR0009069,05-15-2026,mandi022,Narma,Pusa-1121,5918.0,Kilo,76.0
ARR_ROW_000076,ARR0020854,2026-06-18,MANDI035,Sugarcane,Pusa-1121,158.72,NA,Present,Parsed: unambiguous,Matched,Valid,ARR0020854,18-Jun-2026,MANDI035,Sugarcane,Pusa-1121,158.72,Q,NA
ARR_ROW_000077,ARR0023442,2026-05-20,MANDI056,Cotton,NA,258.28,73,Present,Parsed: unambiguous,Matched,Valid,ARR0023442,2026-05-20,056,Cotton,NA,25827.999999999996,KGS,73.0
ARR_ROW_000078,ARR0011135,2026-06-20,MANDI035,Rice,Premium,375.28,138,Present,Parsed: unambiguous,Matched,Valid,ARR0011135,20-Jun-2026,MANDI035,paddy,Premium,37.528,T,138.0
ARR_ROW_000079,ARR0000197,2026-05-20,MANDI001,Cotton,HD-2967,76.9,118,Present,Parsed: unambiguous,Matched,Valid,ARR0000197,05-20-2026,MANDI-001,Narma,HD-2967,76.9 qtl,NA,118.0
ARR_ROW_000080,NA,2026-05-08,MANDI002,Maize,HD-2967,285.57,46,Missing source ID,Parsed: unambiguous,Matched,Valid,NA,08-May-2026,MANDI002,Makka,HD-2967,28557.0,Kgs,46.0
ARR_ROW_000081,ARR0001203,2026-04-04,MANDI045,Cotton,PBW-343,26.830000000000002,12,Present,Parsed: unambiguous,Matched,Valid,ARR0001203,04-04-2026,MANDI045,कपास,PBW-343,2683.0,KGS,12.0
ARR_ROW_000082,ARR0009407,2026-04-05,MANDI051,Mustard,Local,108.06,78,Present,Parsed: unambiguous,Matched,Valid,ARR0009407,2026/04/05,mandi_051,Mustard,Local,108.06,Quintals,78.0
ARR_ROW_000083,ARR0013714,2026-03-31,MANDI038,Cotton,Premium,372.88,41,Present,Parsed: unambiguous,Matched,Valid,ARR0013714,31-Mar-2026,mandi_038,cotton,Premium,37.288,Tonnes,41.0
ARR_ROW_000084,ARR0002798,2026-04-08,MANDI043,Cotton,Hybrid,354.98,11,Present,Parsed: unambiguous,Matched,Valid,ARR0002798,2026-04-08,043,Narma,Hybrid,354.98,Q,11.0
ARR_ROW_000085,ARR0006770,2026-06-25,MANDI015,Wheat,Hybrid,141.83,134,Present,Parsed: unambiguous,Matched,Valid,ARR0006770,2026/06/25,MANDI015,Gehun,Hybrid,141.83,Quintals,134.0
ARR_ROW_000086,ARR0019634,2026-03-25,MANDI013,Cotton,NA,181.37,45,Present,Parsed: unambiguous,Matched,Valid,ARR0019634,2026-03-25,MANDI013,कपास,NA,18.137,tonnes,45.0
ARR_ROW_000087,ARR0012525,2026-06-25,MANDI043,Maize,Premium,334.11,119,Present,Parsed: unambiguous,Matched,Valid,ARR0012525,06-25-2026,mandi_043,Makka,Premium,334.11,Q,119.0
ARR_ROW_000088,ARR0016292,2026-02-05,MANDI049,Maize,Pusa-1121,414.58,36,Present,Parsed: unambiguous,Matched,Valid,ARR0016292,2026/02/05,MANDI-049,Makki,Pusa-1121,41458.0,kg,36.0
ARR_ROW_000089,ARR0019272,2026-03-05,MANDI030,Sugarcane,Local,390.83,104,Present,Parsed: assumed format by separator,Matched,Valid,ARR0019272,05/03/2026,MANDI030,Sugarcane,Local,"39,083.0 KG",NA,104.0
ARR_ROW_000090,ARR0004049,2026-04-13,MANDI003,Rice,Pusa-1121,214.12,56,Present,Parsed: unambiguous,Matched,Valid,ARR0004049,2026-04-13,MANDI003,Dhaan,Pusa-1121,21412.0,KG,56.0
ARR_ROW_000091,ARR0002716,2026-07-17,MANDI057,Sugarcane,Hybrid,413.89,106,Present,Parsed: unambiguous,Matched,Valid,ARR0002716,2026/07/17,mandi_057,Sugarcane,Hybrid,41389.0,Kgs,106.0
ARR_ROW_000092,ARR0014184,2026-02-12,MANDI037,Mustard,PBW-343,356.49,NA,Present,Parsed: assumed format by separator,Matched,Valid,ARR0014184,12.02.2026,MANDI037,Mustard,PBW-343,"35,649.0 KG",NA,NA
ARR_ROW_000093,ARR0008333,2026-01-15,MANDI054,Wheat,NA,NA,133,Present,Parsed: unambiguous,Matched,Negative quantity,ARR0008333,2026/01/15,mandi_054,Wheat,NA,-357.18,KG,133.0
ARR_ROW_000094,ARR0000429,2026-08-25,MANDI039,Cotton,Hybrid,126.56,76,Present,Parsed: unambiguous,Matched,Valid,ARR0000429,08-25-2026,mandi_039,Cotton,Hybrid,12.656,MT,76.0
ARR_ROW_000095,ARR0024925,2026-08-04,MANDI024,Wheat,NA,183.44,83,Present,Parsed: unambiguous,Matched,Valid,ARR0024925,04-Aug-2026,M024,wheat,NA,18344.0,KG,83.0
ARR_ROW_000096,ARR0019727,2026-04-30,MANDI034,Cotton,PBW-343,403.81,81,Present,Parsed: unambiguous,Matched,Valid,ARR0019727,30-Apr-2026,MANDI034,कपास,PBW-343,40381.0,KGS,81.0
ARR_ROW_000097,ARR0002477,2026-03-28,MANDI020,Rice,Local,311.39,150,Present,Parsed: unambiguous,Matched,Valid,ARR0002477,03-28-2026,020,Chawal,Local,31.139,tonnes,150.0
ARR_ROW_000098,ARR0000342,2026-06-17,MANDI033,Cotton,Premium,191.48,30,Present,Parsed: unambiguous,Matched,Valid,ARR0000342,17.06.2026,MANDI-033,Narma,Premium,191.48,Q,30.0
ARR_ROW_000099,ARR0023820,2026-07-25,MANDI029,Mustard,Local,272.0,NA,Present,Parsed: unambiguous,Matched,Valid,ARR0023820,07-25-2026,M029,Mustard,Local,27200.0,KGS,NA
ARR_ROW_000100,ARR0010204,2026-07-21,MANDI006,Rice,NA,25.84,102,Present,Parsed: unambiguous,Matched,Valid,ARR0010204,21.07.2026,mandi006,Paddy,NA,2584.0,Kgs,102.0
ARR_ROW_000101,ARR0000398,2026-03-25,MANDI029,Maize,PBW-343,20.63,44,Present,Parsed: unambiguous,Matched,Valid,ARR0000398,25/03/2026,MANDI-029,Makki,PBW-343,20.63 qtl,NA,44.0
ARR_ROW_000102,ARR0020708,2026-06-01,MANDI054,Cotton,Hybrid,410.20000000000005,60,Present,Parsed: unambiguous,Matched,Valid,ARR0020708,2026/06/01,M054,Narma,Hybrid,41.019999999999996,MT,60.0
ARR_ROW_000103,ARR0020105,2026-02-19,MANDI028,Mustard,Pusa-1121,485.63,60,Present,Parsed: unambiguous,Matched,Valid,ARR0020105,02-19-2026,MANDI028,Sarso,Pusa-1121,48.563,Tonnes,60.0
ARR_ROW_000104,ARR0019842,2026-03-30,MANDI056,Sugarcane,Pusa-1121,29.48,112,Present,Parsed: unambiguous,Matched,Valid,ARR0019842,30/03/2026,M056,sugarcane,Pusa-1121,2948.0,Kgs,112.0
ARR_ROW_000105,ARR0014214,2026-02-21,MANDI031,Sugarcane,Hybrid,478.99,123,Present,Parsed: unambiguous,Matched,Valid,ARR0014214,21/02/2026,mandi031,Ganne,Hybrid,478.99 qtl,NA,123.0
ARR_ROW_000106,ARR0017781,2026-05-24,MANDI031,Sugarcane,PBW-343,460.65000000000003,46,Present,Parsed: unambiguous,Matched,Valid,ARR0017781,24-May-2026,031,Ganne,PBW-343,46065.0,kg,46.0
ARR_ROW_000107,ARR0009910,2026-04-28,MANDI041,Cotton,Pusa-1121,372.43,42,Present,Parsed: unambiguous,Matched,Valid,ARR0009910,28.04.2026,mandi_041,cotton,Pusa-1121,372.43,Q,42.0
ARR_ROW_000108,ARR0008506,2026-02-03,MANDI024,Rice,Hybrid,74.11,96,Present,Parsed: assumed format by separator,Matched,Valid,ARR0008506,03.02.2026,MANDI024,Chawal,Hybrid,74.11,Qtl,96.0
ARR_ROW_000109,ARR0023886,2026-07-12,MANDI011,Maize,Local,156.64,14,Present,Parsed: unambiguous,Matched,Valid,ARR0023886,2026-07-12,MANDI-011,Makka,Local,15663.999999999998,KG,14.0
ARR_ROW_000110,ARR0006149,2026-04-27,MANDI041,Cotton,Pusa-1121,46.38,103,Present,Parsed: unambiguous,Matched,Valid,ARR0006149,27/04/2026,mandi_041,Narma,Pusa-1121,4638.0,kg,103.0
ARR_ROW_000111,ARR0023964,2026-07-20,MANDI008,Rice,NA,81.67,NA,Present,Parsed: unambiguous,Matched,Valid,ARR0023964,20-Jul-2026,mandi_008,धान,NA,81.67,qtl,NA
ARR_ROW_000112,ARR0003143,2026-08-24,MANDI034,Rice,HD-2967,401.5,113,Present,Parsed: unambiguous,Matched,Valid,ARR0003143,08-24-2026,034,Rice,HD-2967,401.5 qtl,NA,113.0
ARR_ROW_000113,ARR0002588,2026-06-05,MANDI040,Mustard,NA,44.89,137,Present,Parsed: assumed format by separator,Matched,Valid,ARR0002588,06-05-2026,MANDI040,सरसों,NA,4.489,MT,137.0
ARR_ROW_000114,ARR0002948,2026-02-18,MANDI019,Wheat,NA,126.46,146,Present,Parsed: unambiguous,Matched,Valid,ARR0002948,18.02.2026,MANDI019,GEHUN,NA,"12,646.0 KG",NA,146.0
ARR_ROW_000115,ARR0015103,2026-02-22,MANDI050,Cotton,Pusa-1121,242.45000000000002,73,Present,Parsed: unambiguous,Matched,Valid,ARR0015103,22.02.2026,MANDI050,Cotton,Pusa-1121,24245.0,Kgs,73.0
ARR_ROW_000116,ARR0011288,2026-01-04,MANDI043,Cotton,Pusa-1121,272.59,43,Present,Parsed: assumed format by separator,Matched,Valid,ARR0011288,04/01/2026,MANDI043,कपास,Pusa-1121,27258.999999999996,kg,43.0
ARR_ROW_000117,ARR0009656,2026-04-01,MANDI018,Sugarcane,HD-2967,75.37,NA,Present,Parsed: assumed format by separator,Matched,Valid,ARR0009656,04-01-2026,mandi_018,गन्ना,HD-2967,"7,537.0 KG",NA,NA
ARR_ROW_000118,ARR0002899,2026-07-23,MANDI017,Cotton,Hybrid,413.41,134,Present,Parsed: unambiguous,Matched,Valid,ARR0002899,2026-07-23,mandi_017,Narma,Hybrid,"41,341.0 KG",NA,134.0
ARR_ROW_000119,ARR0013711,2026-03-29,MANDI028,Sugarcane,Hybrid,47.79,15,Present,Parsed: unambiguous,Matched,Valid,ARR0013711,29.03.2026,MANDI028,sugarcane,Hybrid,47.79,Q,15.0
ARR_ROW_000120,ARR0009578,2026-04-12,MANDI016,Maize,Pusa-1121,309.79,20,Present,Parsed: unambiguous,Matched,Valid,ARR0009578,2026-04-12,MANDI016,corn,Pusa-1121,309.79,Qtl,20.0
ARR_ROW_000121,ARR0005981,2026-04-05,MANDI004,Rice,Premium,228.42000000000002,145,Present,Parsed: assumed format by separator,Matched,Valid,ARR0005981,05/04/2026,mandi_004,Rice,Premium,22842.0,kg,145.0
